Group,MediumID,PieceIndex,SourceExcelRow,ObservedP1,ObservedP2,OriginalStart,OriginalEnd,PieceStart,PieceEnd,PieceLength,Translation,BoundarySequence,ReconstructionType
3,A2,1,4,"-5000;-4866.08250706701;-1349.01698940725","-2499.66714527227;-4677.41226432862;-3842.98260498987","-2499.66714527227;-4677.41226432862;-3842.98260498987","-6034.66440059518;-4944.15626562438;-316.987420275034","-2499.66714527227;-4677.41226432862;-3842.98260498987","-5000;-4866.08250706701;-1349.01698940725",3536.54143714368,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A2,2,4,"-5000;-4866.08250706701;-1349.01698940725","-2499.66714527227;-4677.41226432862;-3842.98260498987","-2499.66714527227;-4677.41226432862;-3842.98260498987","-6034.66440059518;-4944.15626562438;-316.987420275034","5000;-4866.08250706701;-1349.01698940725","3965.33559940482;-4944.15626562438;-316.987420275034",1463.45856285632,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A4,1,6,"-5000;-4560.01742740096;964.359666454309","-3605.47101992416;-4152.45454528847;692.569672330724","-3605.47101992416;-4152.45454528847;692.569672330724","-8322.87206415158;-5531.15487574788;1611.97860567497","-3605.47101992416;-4152.45454528847;692.569672330724","-5000;-4560.01742740096;964.359666454309",1478.06913913149,"-0;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A4,2,6,"-5000;-4560.01742740096;964.359666454309","-3605.47101992416;-4152.45454528847;692.569672330724","-3605.47101992416;-4152.45454528847;692.569672330724","-8322.87206415158;-5531.15487574788;1611.97860567497","5000;-4560.01742740096;964.359666454309","3494.54286652057;-5000;1257.76926303324",1595.64251519556,"10000;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A4,3,6,"-5000;-4560.01742740096;964.359666454309","-3605.47101992416;-4152.45454528847;692.569672330724","-3605.47101992416;-4152.45454528847;692.569672330724","-8322.87206415158;-5531.15487574788;1611.97860567497","3494.54286652057;5000;1257.76926303324","1677.12793584842;4468.84512425212;1611.97860567497",1926.28834567296,"10000;10000;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A5,1,7,"-5000;-4547.39384234608;-410.884225856586","-2483.39752786214;-4066.21125355775;-4015.92273037563","-2483.39752786214;-4066.21125355775;-4015.92273037563","-5328.43298613041;-4610.19129894059;59.5967397559424","-2483.39752786214;-4066.21125355775;-4015.92273037563","-5000;-4547.39384234608;-410.884225856586",4422.79632196514,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A5,2,7,"-5000;-4547.39384234608;-410.884225856586","-2483.39752786214;-4066.21125355775;-4015.92273037563","-2483.39752786214;-4066.21125355775;-4015.92273037563","-5328.43298613041;-4610.19129894059;59.5967397559424","5000;-4547.39384234608;-410.884225856586","4671.56701386959;-4610.19129894059;59.5967397559425",577.203678034863,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A6,1,8,"-5000;-4519.66210305138;3025.31565018178","-1558.37167667412;-4567.34509022482;2994.96538491327","-1558.37167667412;-4567.34509022482;2994.96538491327","-6557.69750778923;-4498.08055405592;3039.0523260015","-1558.37167667412;-4567.34509022482;2994.96538491327","-5000;-4519.66210305138;3025.31565018178",3442.09243364942,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A6,2,8,"-5000;-4519.66210305138;3025.31565018178","-1558.37167667412;-4567.34509022482;2994.96538491327","-1558.37167667412;-4567.34509022482;2994.96538491327","-6557.69750778923;-4498.08055405592;3039.0523260015","5000;-4519.66210305138;3025.31565018178","3442.30249221077;-4498.08055405592;3039.0523260015",1557.90756635058,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A7,1,9,"-5000;-4435.68841088378;396.827175517224","-2524.18638177167;-4309.12018384298;92.9776044016462","-2524.18638177167;-4309.12018384298;92.9776044016462","-7480.57516863928;-4562.50005729551;701.261118186282","-2524.18638177167;-4309.12018384298;92.9776044016462","-5000;-4435.68841088378;396.827175517224",2497.59827637838,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A7,2,9,"-5000;-4435.68841088378;396.827175517224","-2524.18638177167;-4309.12018384298;92.9776044016462","-2524.18638177167;-4309.12018384298;92.9776044016462","-7480.57516863928;-4562.50005729551;701.261118186282","5000;-4435.68841088378;396.827175517224","2519.42483136072;-4562.50005729551;701.261118186282",2502.40172362163,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A8,1,10,"-5000;-4427.31798471068;-2547.29172280084","-2520.22920639355;-4593.9107173629;-2789.43457736672","-2520.22920639355;-4593.9107173629;-2789.43457736672","-7485.47437372652;-4260.34208156522;-2304.59192919242","-2520.22920639355;-4593.9107173629;-2789.43457736672","-5000;-4427.31798471068;-2547.29172280084",2497.12824849134,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A8,2,10,"-5000;-4427.31798471068;-2547.29172280084","-2520.22920639355;-4593.9107173629;-2789.43457736672","-2520.22920639355;-4593.9107173629;-2789.43457736672","-7485.47437372652;-4260.34208156522;-2304.59192919242","5000;-4427.31798471068;-2547.29172280084","2514.52562627348;-4260.34208156522;-2304.59192919242",2502.87175150866,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A9,1,11,"-5000;-4266.16628897089;-3773.88172280203","-3485.9825070119;-1935.54048003478;-2931.73384790774","-3485.9825070119;-1935.54048003478;-2931.73384790774","-6092.752250677;-5948.31105281666;-4381.70758343812","-3485.9825070119;-1935.54048003478;-2931.73384790774","-5000;-4266.16628897089;-3773.88172280203",2904.01079087906,"-0;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A9,2,11,"-5000;-4266.16628897089;-3773.88172280203","-3485.9825070119;-1935.54048003478;-2931.73384790774","-3485.9825070119;-1935.54048003478;-2931.73384790774","-6092.752250677;-5948.31105281666;-4381.70758343812","5000;-4266.16628897089;-3773.88172280203","4523.28809233018;-5000;-4039.04505271086",914.372872457015,"10000;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A9,3,11,"-5000;-4266.16628897089;-3773.88172280203","-3485.9825070119;-1935.54048003478;-2931.73384790774","-3485.9825070119;-1935.54048003478;-2931.73384790774","-6092.752250677;-5948.31105281666;-4381.70758343812","4523.28809233018;5000;-4039.04505271086","3907.247749323;4051.68894718334;-4381.70758343812",1181.61633666392,"10000;10000;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A10,1,12,"-5000;-4209.37005304343;1282.30863091672","-759.049103205538;-3308.26191366606;1520.79841217019","-759.049103205538;-3308.26191366606;1520.79841217019","-5642.48288923202;-4345.88343765613;1246.1786196431","-759.049103205538;-3308.26191366606;1520.79841217019","-5000;-4209.37005304343;1282.30863091672",4342.18122187873,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A10,2,12,"-5000;-4209.37005304343;1282.30863091672","-759.049103205538;-3308.26191366606;1520.79841217019","-759.049103205538;-3308.26191366606;1520.79841217019","-5642.48288923202;-4345.88343765613;1246.1786196431","5000;-4209.37005304343;1282.30863091672","4357.51711076798;-4345.88343765613;1246.1786196431",657.818778121273,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A12,1,14,"-5000;-4073.06844973178;4316.19087821228","-3052.51274483836;-4340.69143386373;3699.06174568995","-3052.51274483836;-4340.69143386373;3699.06174568995","-7778.54547893462;-3691.2417493783;5196.66973964978","-3052.51274483836;-4340.69143386373;3699.06174568995","-5000;-4073.06844973178;4316.19087821228",2060.38274038113,"-0;-0;-0","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A12,2,14,"-5000;-4073.06844973178;4316.19087821228","-3052.51274483836;-4340.69143386373;3699.06174568995","-3052.51274483836;-4340.69143386373;3699.06174568995","-7778.54547893462;-3691.2417493783;5196.66973964978","5000;-4073.06844973178;4316.19087821228","2842.08931410855;-3776.52915494674;5000",2283.00437946935,"10000;-0;-0","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A12,3,14,"-5000;-4073.06844973178;4316.19087821228","-3052.51274483836;-4340.69143386373;3699.06174568995","-3052.51274483836;-4340.69143386373;3699.06174568995","-7778.54547893462;-3691.2417493783;5196.66973964978","2842.08931410855;-3776.52915494674;-5000","2221.45452106538;-3691.2417493783;-4803.33026035022",656.612880149521,"10000;-0;-10000","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A13,1,15,"-5000;-3998.61005755231;1241.72274558076","-646.677960123347;-4404.32707824943;2419.94434435375","-646.677960123347;-4404.32707824943;2419.94434435375","-5453.62257371063;-3956.33374593534;1118.95031819287","-646.677960123347;-4404.32707824943;2419.94434435375","-5000;-3998.61005755231;1241.72274558076",4528.15914247438,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A13,2,15,"-5000;-3998.61005755231;1241.72274558076","-646.677960123347;-4404.32707824943;2419.94434435375","-646.677960123347;-4404.32707824943;2419.94434435375","-5453.62257371063;-3956.33374593534;1118.95031819287","5000;-3998.61005755231;1241.72274558076","4546.37742628937;-3956.33374593534;1118.95031819287",471.840857525615,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A14,1,16,"-5000;-3934.96314704756;923.476102249517","-1497.00732366556;-3996.37334061972;1135.33399657542","-1497.00732366556;-3996.37334061972;1135.33399657542","-6487.12407589988;-3908.89270220084;833.536155343552","-1497.00732366556;-3996.37334061972;1135.33399657542","-5000;-3934.96314704756;923.476102249517",3509.93057904505,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A14,2,16,"-5000;-3934.96314704756;923.476102249517","-1497.00732366556;-3996.37334061972;1135.33399657542","-1497.00732366556;-3996.37334061972;1135.33399657542","-6487.12407589988;-3908.89270220084;833.536155343552","5000;-3934.96314704756;923.476102249517","3512.87592410012;-3908.89270220084;833.536155343552",1490.06942095495,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A15,1,17,"-5000;-3809.67060242485;-2329.36103653559","-4270.0171209558;-3898.40520002173;-2002.07012722856","-4270.0171209558;-3898.40520002173;-2002.07012722856","-8804.62101200746;-3347.19192764942;-4035.17894862001","-4270.0171209558;-3898.40520002173;-2002.07012722856","-5000;-3809.67060242485;-2329.36103653559",804.902585300458,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A15,2,17,"-5000;-3809.67060242485;-2329.36103653559","-4270.0171209558;-3898.40520002173;-2002.07012722856","-4270.0171209558;-3898.40520002173;-2002.07012722856","-8804.62101200746;-3347.19192764942;-4035.17894862001","5000;-3809.67060242485;-2329.36103653559","1195.37898799254;-3347.19192764942;-4035.17894862001",4195.09741469954,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A16,1,18,"-5000;-3505.79987614971;2439.60639803962","-2576.92489156017;-3456.76012690378;1835.03092185925","-2576.92489156017;-3456.76012690378;1835.03092185925","-7427.26396874057;-3554.92440223894;3045.22702639136","-2576.92489156017;-3456.76012690378;1835.03092185925","-5000;-3505.79987614971;2439.60639803962",2497.84094460506,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A16,2,18,"-5000;-3505.79987614971;2439.60639803962","-2576.92489156017;-3456.76012690378;1835.03092185925","-2576.92489156017;-3456.76012690378;1835.03092185925","-7427.26396874057;-3554.92440223894;3045.22702639136","5000;-3505.79987614971;2439.60639803962","2572.73603125943;-3554.92440223894;3045.22702639136",2502.15905539494,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A17,1,19,"-5000;-3160.9915908559;3668.52224946907","-4102.34949606856;-2841.41616101726;3433.53825557183","-4102.34949606856;-2841.41616101726;3433.53825557183","-8675.72172827145;-4469.59705159465;4630.74058319827","-4102.34949606856;-2841.41616101726;3433.53825557183","-5000;-3160.9915908559;3668.52224946907",981.387976262608,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A17,2,19,"-5000;-3160.9915908559;3668.52224946907","-4102.34949606856;-2841.41616101726;3433.53825557183","-4102.34949606856;-2841.41616101726;3433.53825557183","-8675.72172827145;-4469.59705159465;4630.74058319827","5000;-3160.9915908559;3668.52224946907","1324.27827172855;-4469.59705159465;4630.74058319827",4018.61202373739,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A18,1,20,"-5000;-2897.59141411251;288.901642274303","-4040.0246999422;-3964.39042857365;-34.9576720364012","-4040.0246999422;-3964.39042857365;-34.9576720364012","-7302.53214933889;-338.839092535155;1065.68879817128","-4040.0246999422;-3964.39042857365;-34.9576720364012","-5000;-2897.59141411251;288.901642274303",1471.2231541959,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A18,2,20,"-5000;-2897.59141411251;288.901642274303","-4040.0246999422;-3964.39042857365;-34.9576720364012","-4040.0246999422;-3964.39042857365;-34.9576720364012","-7302.53214933889;-338.839092535155;1065.68879817128","5000;-2897.59141411251;288.901642274303","2697.46785066111;-338.839092535155;1065.68879817128",3528.7768458041,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A19,1,21,"-5000;-2779.71438908079;-3244.96239808851","-4573.14946376295;-2163.19389376176;-3710.10735315639","-4573.14946376295;-2163.19389376176;-3710.10735315639","-6991.79517712893;-5656.5587290294;-1074.47554257817","-4573.14946376295;-2163.19389376176;-3710.10735315639","-5000;-2779.71438908079;-3244.96239808851",882.416415678777,"-0;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A19,2,21,"-5000;-2779.71438908079;-3244.96239808851","-4573.14946376295;-2163.19389376176;-3710.10735315639","-4573.14946376295;-2163.19389376176;-3710.10735315639","-6991.79517712893;-5656.5587290294;-1074.47554257817","5000;-2779.71438908079;-3244.96239808851","3462.77599720371;-5000;-1569.82806180913",3177.86105319444,"10000;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A19,3,21,"-5000;-2779.71438908079;-3244.96239808851","-4573.14946376295;-2163.19389376176;-3710.10735315639","-4573.14946376295;-2163.19389376176;-3710.10735315639","-6991.79517712893;-5656.5587290294;-1074.47554257817","3462.77599720371;5000;-1569.82806180913","3008.20482287107;4343.4412709706;-1074.47554257817",939.722531126782,"10000;10000;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A20,1,22,"-5000;-2778.66251188592;2206.82508489744","-3419.62099703407;-3553.43041143183;2744.81331658726","-3419.62099703407;-3553.43041143183;2744.81331658726","-7713.05490052306;-1448.60950391369;1283.25446944978","-3419.62099703407;-3553.43041143183;2744.81331658726","-5000;-2778.66251188592;2206.82508489744",1840.46038496326,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A20,2,22,"-5000;-2778.66251188592;2206.82508489744","-3419.62099703407;-3553.43041143183;2744.81331658726","-3419.62099703407;-3553.43041143183;2744.81331658726","-7713.05490052306;-1448.60950391369;1283.25446944978","5000;-2778.66251188592;2206.82508489744","2286.94509947694;-1448.60950391369;1283.25446944978",3159.53961503674,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A21,1,23,"-5000;-2691.57323766101;-1126.55329185837","-1842.85902237545;-2262.68910855129;-937.535580783762","-1842.85902237545;-2262.68910855129;-937.535580783762","-6788.65712040849;-2934.55467460004;-1233.640012785","-1842.85902237545;-2262.68910855129;-937.535580783762","-5000;-2691.57323766101;-1126.55329185837",3191.74066050144,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A21,2,23,"-5000;-2691.57323766101;-1126.55329185837","-1842.85902237545;-2262.68910855129;-937.535580783762","-1842.85902237545;-2262.68910855129;-937.535580783762","-6788.65712040849;-2934.55467460004;-1233.640012785","5000;-2691.57323766101;-1126.55329185837","3211.34287959151;-2934.55467460004;-1233.640012785",1808.25933949856,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A22,1,24,"-5000;-2602.2578268195;2880.14555663","-2957.09873840603;-4028.25170916487;4080.1097010496","-2957.09873840603;-4028.25170916487;4080.1097010496","-6650.92957248635;-1449.86954706891;1910.41866420061","-2957.09873840603;-4028.25170916487;4080.1097010496","-5000;-2602.2578268195;2880.14555663",2765.28806184841,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A22,2,24,"-5000;-2602.2578268195;2880.14555663","-2957.09873840603;-4028.25170916487;4080.1097010496","-2957.09873840603;-4028.25170916487;4080.1097010496","-6650.92957248635;-1449.86954706891;1910.41866420061","5000;-2602.2578268195;2880.14555663","3349.07042751365;-1449.86954706891;1910.41866420061",2234.71193815159,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A23,1,25,"-5000;-2564.86128944441;-1330.47391306341","-3403.74489856223;-4013.07197165803;-4024.44102447742","-3403.74489856223;-4013.07197165803;-4024.44102447742","-5717.12861181137;-1914.2426538574;-120.190611144001","-3403.74489856223;-4013.07197165803;-4024.44102447742","-5000;-2564.86128944441;-1330.47391306341",3450.04396005675,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A23,2,25,"-5000;-2564.86128944441;-1330.47391306341","-3403.74489856223;-4013.07197165803;-4024.44102447742","-3403.74489856223;-4013.07197165803;-4024.44102447742","-5717.12861181137;-1914.2426538574;-120.190611144001","5000;-2564.86128944441;-1330.47391306341","4282.87138818863;-1914.2426538574;-120.190611144",1549.95603994325,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A24,1,26,"-5000;-2456.20339955356;-2657.38387812609","-3477.9024015447;-539.990915338504;269.997026244971","-3477.9024015447;-539.990915338504;269.997026244971","-5472.51478078056;-3051.06585963938;-3566.15000961059","-3477.9024015447;-539.990915338504;269.997026244971","-5000;-2456.20339955356;-2657.38387812609",3815.52228969526,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A24,2,26,"-5000;-2456.20339955356;-2657.38387812609","-3477.9024015447;-539.990915338504;269.997026244971","-3477.9024015447;-539.990915338504;269.997026244971","-5472.51478078056;-3051.06585963938;-3566.15000961059","5000;-2456.20339955356;-2657.38387812609","4527.48521921944;-3051.06585963938;-3566.15000961059",1184.47771030474,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A25,1,27,"-5000;-2432.17457103533;-3042.63852110194","-3051.86907793065;-3726.31167480155;-220.009212959164","-3051.86907793065;-3726.31167480155;-220.009212959164","-5709.12319512214;-1961.10631399334;-4070.08071759942","-3051.86907793065;-3726.31167480155;-220.009212959164","-5000;-2432.17457103533;-3042.63852110194",3665.68426682574,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
